                    Topics                                        Description  \
1                       3D  3D modeling is the process of virtually develo...   
2                     Ajax  Ajax is a technique for creating interactive w...   
3                Algorithm  Algorithms are self-contained sequences that c...   
4                      Amp  Amp is a non-blocking concurrency library for ...   
5                  Android  Android is an operating system built by Google...   
6                  Angular  Angular is an open source web application plat...   
7                  Ansible  Ansible is a simple and powerful automation en...   
8                      API  An API (Application Programming Interface) is ...   
9                  Arduino  Arduino is an open source hardware and softwar...   
10                 ASP.NET  ASP.NET is a web framework for building modern...   
11                    Atom  Atom is a open source text editor built with w...   
12           Awesome Lists  An awesome list is a list of awesome things cu...   
13     Amazon Web Services  Amazon Web Services provides on-demand cloud c...   
14                   Azure  Azure is a cloud computing service created by ...   
15                   Babel  Babel is a compiler for writing next generatio...   
16                    Bash  Bash is a shell and command language interpret...   
17                 Bitcoin  Bitcoin is a cryptocurrency developed by Satos...   
18               Bootstrap  Bootstrap is an HTML, CSS, and JavaScript fram...   
19                     Bot  A bot is an application that runs automated ta...   
20                       C  C is a general purpose programming language th...   
21                  Chrome  Chrome is a web browser from the tech company ...   
22        Chrome extension  Chrome extensions enable users to customize th...   
23  Command line interface  A CLI, or command-line interface, is a console...   
24                 Clojure  Clojure is a dynamic, general-purpose programm...   
25            Code quality  Automate your code review with style, quality,...   
26             Code review  Ensure your code meets quality standards and s...   
27                Compiler  Compilers are software that translate higher-l...   
28  Continuous integration  Automatically build and test your code as you ...   
29                COVID-19  The coronavirus disease 2019 (COVID-19) is an ...   
30                     C++  C++ is a general purpose and object-oriented p...   

                                          Topics_link  
1                       https://github.com//topics/3d  
2                     https://github.com//topics/ajax  
3                https://github.com//topics/algorithm  
4                    https://github.com//topics/amphp  
5                  https://github.com//topics/android  
6                  https://github.com//topics/angular  
7                  https://github.com//topics/ansible  
8                      https://github.com//topics/api  
9                  https://github.com//topics/arduino  
10                  https://github.com//topics/aspnet  
11                    https://github.com//topics/atom  
12                 https://github.com//topics/awesome  
13                     https://github.com//topics/aws  
14                   https://github.com//topics/azure  
15                   https://github.com//topics/babel  
16                    https://github.com//topics/bash  
17                 https://github.com//topics/bitcoin  
18               https://github.com//topics/bootstrap  
19                     https://github.com//topics/bot  
20                       https://github.com//topics/c  
21                  https://github.com//topics/chrome  
22        https://github.com//topics/chrome-extension  
23                     https://github.com//topics/cli  
24                 https://github.com//topics/clojure  
25            https://github.com//topics/code-quality  
26             https://github.com//topics/code-review  
27                https://github.com//topics/compiler  
28  https://github.com//topics/continuous-integration  
29                https://github.com//topics/covid-19  
30                     https://github.com//topics/cpp  
